level,factor,trigger_count,n_pass,n_fail,n_unknown,hit_rate,false_kill_count,false_kill_rate,potential_false_kill_rate,avg_saved_minutes_fail,avg_saved_minutes_all,expected_net_saving_minutes,saved_yuan_compute_estimate,t_end_method_dist
R2,approx_kl,5,0,4,1,1.0,0,N/A (no pass samples),0.0,5048.2,4043.4,5048.2,168.48,actual:4;task_mean:1
R2,cpu,4,0,4,0,1.0,0,N/A (no pass samples),0.0,6603.2,6603.2,6603.2,275.13,actual:4
R2,drawdown,5,0,5,0,1.0,0,N/A (no pass samples),0.0,5289.2,5289.2,5289.2,220.38,actual:5
R2,early_low_reward,9,0,8,1,1.0,0,N/A (no pass samples),0.0,2519.9,2239.9,2519.9,93.33,no_snapshot:6;actual:3
R2,neg_ratio,4,0,3,1,1.0,0,N/A (no pass samples),0.0,6456.6,4848.5,6456.6,202.02,actual:3;task_mean:1
R2,neg_ratio_current,4,0,3,1,1.0,0,N/A (no pass samples),0.0,6456.6,4848.5,6456.6,202.02,actual:3;task_mean:1
R2,stagnation,2,0,2,0,1.0,0,N/A (no pass samples),0.0,3538.4,3538.4,3538.4,147.43,actual:2
R2,stall,4,0,4,0,1.0,0,N/A (no pass samples),0.0,6603.2,6603.2,6603.2,275.13,actual:4
R2,std,1,0,1,0,1.0,0,N/A (no pass samples),0.0,6253.3,6253.3,6253.3,260.55,actual:1
R2,std_reward_collapse,1,0,1,0,1.0,0,N/A (no pass samples),0.0,6253.3,6253.3,6253.3,260.55,actual:1
R3,cpu,1,0,1,0,1.0,0,N/A (no pass samples),0.0,7158.4,7158.4,7158.4,298.27,actual:1
R3,drawdown,1,0,1,0,1.0,0,N/A (no pass samples),0.0,7158.4,7158.4,7158.4,298.27,actual:1
R3,kl_divergent,1,0,1,0,1.0,0,N/A (no pass samples),0.0,7158.4,7158.4,7158.4,298.27,actual:1
R3,neg_ratio,1,0,1,0,1.0,0,N/A (no pass samples),0.0,7158.4,7158.4,7158.4,298.27,actual:1
R3,std,1,0,1,0,1.0,0,N/A (no pass samples),0.0,7158.4,7158.4,7158.4,298.27,actual:1
